,Name,account_url,bio,post_desc,post_img
177,Aniket Tondare,https://www.linkedin.com/in/aniket-tondare-a30b64218?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADb9CsQBjLuqI0-pNWtCqQkrpV7XDC6alsY,"Director - Distribution | ECE Solar Panels | We Help Solar Entrepreneurs, Private & Government Contractors by On time Supplying High Performance ECE Solar Modules","I was going to attend a 💼 conference ,
actually I was *The Speaker* - they called it Expert Talk on Solar Industry, at Novotel Hotel Pune.

🎙️Public speaking and stage daring was not new for my carrier dashboard. After having Experience of being Lecturer in Engineering college for almost 7 years and an Enterpreneur for past 5 years it was cake walk for me.

Although I had ✍🏻 pen few articles in and renewable magzines before,
But this time it was Quiet different task assigned and that was - to Speak like an expert on the ""Manufacturing In India"" that too by sharing stage with some dignified personalities of the industry.

Millions & Billions of thoughts was crowding my mind before going on stage and I was preparing myself with the unanswered question to be answered.

And the moment came, 📈gradually discussion start to build.
All experts was adding serious topics in the conversations.
And suddenly 🥴 ""mess me"" Observe that everybody was adding familiar topics that I had thought before coming in the conference hall. And I realised that each one of the participants was underlining the same points as of mine.
After a while, I also started adding values to the discussion and audience start to recognised and appreciate them.

That time I realised that, 😎experts also think in the same fashion as We ""normal people"" thinks.
The only difference is that, they express their Thoughts through decorative words which oblige listeners to sitting and think it over.

That very day , I learnt a new style of Doing meaningful conversations among experts and
Thought to share this incidence with all 👬""normal individuals"" & tell them that *We all have expert hidden inside us, just need to refurbish our thoughts and speak it loud in public*",https://media.licdn.com/dms/image/C4D22AQGIjbjLmcSXAA/feedshare-shrink_800/0/1655658129525?e=1683158400&v=beta&t=PembazNQ4oMLqOqLpxTrpXEZmL-4cU_koGR81mr7ItA
178,Sarang Bhand,https://www.linkedin.com/in/sarangbhand?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAkkYLsB_f28Z-sCkRiL6jT0PY4UUAMwLxA,Promoter & Managing Director at Organic Recycling Systems Limited,"Our subsidiary Solapur bioenergy systems (SBESPL) has set-up its first dry waste collection centre in Solapur city. SBESPL in collaboration with Solapur Municipal Corporation, soon shall be setting up more such centres across city at strategic locations to collect and segregate recyclables & e-waste at these centres. SBESPL has taken its first steps in bringing together informal stakeholders in recycling space and aims to enable economic upliftment of marginalised ragpickers. Material collected at these centres will be sent to various recycling agencies under EPR guidelines.

I would like to congratulate SBESPL team , Plant GM BV Karande, Admin ,
ORS Project coordinator for their efforts at the ground and wish them & SBESPL team, all the best for taking the initiative ahead and to make it a success.",https://media.licdn.com/dms/image/C4D22AQFHWJNnRDrq7w/feedshare-shrink_800/0/1662523820998?e=1683158400&v=beta&t=yi81P8Izr7Nf0uxAqyexU6TEVQx1z1fNqhXm9c-26uc
179,Deeksha Kumar,https://www.linkedin.com/in/deeksha-kumar2020?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB_D5CcBfVU31tF_jRIZS2C-Pc3PJTKWgHM,EPR Specialist at Karo Sambhav | Circular Economy | British Council GREAT Scholar 2019,"Karo Sambhav is #hiring for the position of EPR Specialist (Account Management and Business Development).
Please send your updated CV along with a small explanation of what makes you the ideal candidate to
To know more about Karo Sambhav, visit",
180,Jaimin Shah,https://www.linkedin.com/in/jaimin-shah-85934617?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANuhUUBEhcN5azSMCjp-l7WlgIHTAuJZ6o,Business Head for EPR & Plastic Recycling & New Projects - Pan India - Excel Industries Limited,We are very pleased to announce the opening of our new Plastic recycling unit of Excel Industries Limited in Ahmedabad on 16th October 2022 to meet the growing demand for plastic recycling and EPR & end to end waste management service.,https://media.licdn.com/dms/image/C4D22AQHmeIj7yfpE1Q/feedshare-shrink_2048_1536/0/1665999392482?e=1683158400&v=beta&t=wwk0SQy9e9JMy-QYMieUpDyRzZoLmgPsVyKeb17phAU
181,Aman Pandey,https://www.linkedin.com/in/aman-pandey-084785229?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADk-ziQBDR3milANb3zgoprOmiAuAd5MONE,Engineer at TTRC Lohia corp,"#VPR session on #EPR compliances for Plastics packaging producers, by Abhishek Garg organized by TTRC - Lohia Corp.
Lohia Corp Limited",https://media.licdn.com/dms/image/C4D22AQH1JgZtotPlWA/feedshare-shrink_800/0/1671854691641?e=1683158400&v=beta&t=qlj3dW5M5xsVPwXiZyAIoappqCqwZ5OAhuySV9pCLrk
182,Garima Poonia,https://www.linkedin.com/in/garima-poonia-545a67203?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPywEUBvfoJH2crV8HYE-DWtthJRu5mzv0,Trash Pirate | Founder- The Kachrewaale Project | Young India Fellow| Island Innovation Ambassador,"The Kachrewaale Project is now in Uttarakhand, conducting a study on waste and it's impact in the Kumaon region, in collaboration with Green Communities Foundation.

Here in this part of Ramgarh, this is the current waste management practise. Burn/ throw waste down the hill. Then it reaches streams, which turn into rivers, which go into the ocean with all this trash. It is also from rivers in these hills that many urban places get their drinking water supply.... what are we drinking?

As per SWM Rules 2016, collection of waste is a mandate of local government bodies. As per the rule with reference to Extended Producer's Responsibility (EPR), producers and brands are responsible for all waste generated by them.

Where is the collection system?
Who is responsible for EPR here?",
183,Amit Saha,https://www.linkedin.com/in/amitcoke?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAFP52EBIEaMfyEwu91gxYkAHHY7FLQumK0,"Founded PRO India to create Circular Economy in Plastics | Plastics EPR & Advocacy | Created Plastic X Change | ESG & Risk mapping Tool ProTechT | CSO , 30+ yrs @ Coke , Gillette & Eicher","Lohri di lakh lakh vadhaiyan!!!
Pro India Team wishes you a very happy Lohri.
#recycling #sustainability #upcycling #ecofriendly #plastic #waste #proindia",https://media.licdn.com/dms/image/C4D22AQH3GSnpZe7IdA/feedshare-shrink_800/0/1673606293629?e=1683158400&v=beta&t=CoJ3v3JUHysNt8MkQwf1hwaJRaX6HMtiV3_O0elqPR4
184,Parveen Chauhan,https://www.linkedin.com/in/parveen-chauhan-756539209?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADTwP_IBEEVqGe4tGAX8y3dUgXOfnmbTRCQ,EPR Specialist and Logistics(solid waste management Shoonya Environmental Solution Pvt. Ltd.),"We are ready to sales free of cost non shredded RDF material in Good Quality from Utter Pradesh, Uttarakhand, Punjab, Bihar, Chhattisgarh.
Those who were Interested Please contact me. We will do you the needful
Contact Number :- 7015503326
#sales #quality #rdf #epr #solidwastemanagement #wastemanagement #mlp",
185,Hindustan E-waste,https://www.linkedin.com/in/hindustan-e-waste-9b5837104?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABp2x9kBusTS2-B3D8pAXWIM4OuyA8XMB8o,Producer Responsibility Organization (PRO),"Even #schools contacting #Hew for #their waste #electronics.
👇
🌐 https://lnkd.in/bAha2_V
📧
📞 18003132414",
186,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"Attended ICC Sustainability Conclave 2022 at Imperial Hotel Janpath, Delhi.It essential wonderfully organized by Indian Chemical Chamber.
Ashok Chaturvedi | Jeevaraj Pillai I #Sunilkumarhenkel Pankaj Rastogi (Ind. Director) | | |
| | | | | | | | | | |
| | | | | | | |
|
#



, , , , , , , , , .",https://media.licdn.com/dms/image/C4D22AQH5jVSSzPh6TA/feedshare-shrink_800/0/1668713386582?e=1683158400&v=beta&t=d_jBVPPTZj157mqQR7D-0ifF3ZWXKYbw6riP0-rFchY
187,Neemit Punamiya,https://www.linkedin.com/in/neemit-punamiya?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAWAbd4BEnQ16QRmE2l2Z1BPM46IaexuryI,Expert on Polyethylene film recycling and Circular economy,"On Costal Clean Up Day Team Narendra at Versova #beach , doing the clean up with Champion Of Earth Afroz Shah . Also launching Reusable Plastic bags made from 40% Waste collected from Versova Beach Clean Up & Waste Managment in partnership with Foundation.

Part of on and also developing more product to help . Using to develop more and helping into debris.



# #",https://media.licdn.com/dms/image/C4D22AQH_rLBEMMx3dg/feedshare-shrink_800/0/1663403613298?e=1683158400&v=beta&t=ZAfT8N6De50G-pWrGk1meKyGrpNzUM1VYCcFv5hB-ys
188,Ashutosh Khandelwal,https://www.linkedin.com/in/ashuk2210?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABYa7TgBSVDrch39nwJBm6EXy39P8ovHBdM,Astrodynamics Engineer @ STAR,"Who can be a better person to learn about the ER=EPR conjecture but it’s author itself Prof. Leonard Susskind.

Is ER=EPR Conjecture proposed by Leonard Susskind and Juan Maldacena in 2013, a solution for AMPS firewall paradox ?

ER (Einstein-Rosen) paper is on the geometry of the black holes and EPR (Einstein-Podoslky-Rosen) is a paper on quantum entanglement published in the same year 1935.

ER=EPR solves the AMPS firewall paradox by claiming that two maximally entangled black holes are connected through a warmhole.

The time evolution of the warmhole is explained using the penrose diagram of kruskal extension of schwarzschild black hole, which keeps growing till infinite space and time even after the black hole has attained its thermal equilibrium.

The authors have supported this idea by the concept of maximum complexity of a system, i.e. exponential time is taken by a quantum system to attain it’s maximum complexity, because of which warmhole is able to grow and evolve.

This conjecture also claims that any entangled particles, irrespective of their properties are connected through a planck scale warmhole.",https://media.licdn.com/dms/image/C4D22AQFdjBO1bAzqEQ/feedshare-shrink_800/0/1671770806777?e=1683158400&v=beta&t=6yNE5V5xhLgqU1A5fYKG41oaXfExW1zB7JhC6x5JOGM
189,Chakravarthi AVPS,https://www.linkedin.com/in/chakravarthi-avps-99925614?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALiWwUBOX3w-SLxBQu2EI1Jo4sp-5DxClM,Global Ambassador - World Packaging Organisation,"Sharing an interview by watttron
Thanks Michaela Wachtel and Ton Knipscheer for that effort.
Well this interview was originally conducted few months ago.

Reproducing this with some pictures randomly picked right from the time of 80s
Thanks for your valuable time to listen to this.

The questions were

1. We always start our episodes with a short introduction. Can you tell us something about yourself and your career so far? From what we know, you started out in a paper mill.
2. As stated in the introduction, you have more than one function and all on senior level. How do you combine all these roles and how do you manage your time?
3. So the field of packaging for pharmaceuticals is your current area of work. Can you elaborate on the specifics when it comes to packaging in this particular field?
4. During your speeches at conferences, you have often said something very interesting: ""Packaging will be your second physician"". Please tell us what you mean by that.
5. Could you tell us a bit more about your role as Global Ambassador for the WPO?
6. How does the Indian packaging market look in general? What is the mindset of
people when it comes to plastic and packaging in general?
7. What about recycling in India? Is there a recycling system or how is packaging
waste handled?
8. In the preliminary conversation, you mentioned that India is self-sufficient. That is
an amazing achievement for a country with such a large population. Can you
elaborate on that?
9. To conclude this episode, is there anything you would like to add?",
190,Ekta Pundir,https://www.linkedin.com/in/ekta-pundir-27b2a91b6?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADI7oD8BN8HUe_iy8rWOmiqBt2q-_fN_nTM,"♻️Plastic Waste Management ,EPR Compliances , Collection, Recycling ,Disposal, Plastic Waste Management.","We here at Rekart Innovations Pvt. Ltd. are taking responsibility of ethical recycling of all types of Plastic waste on behalf of Plastic Producers, Importers, Brandowners and Manufacturers in accordance with Extended Producers Responsibility (EPR) obligations. Previously, a producer’s responsibility was limited to production and sales; it was deemed enough that the producer made sure that in the manufacturing process it did not harm the health and safety of its workers or residents of its environs and that its sold products were safe and did not pose risks to the public. The producer responsibility has then been ‘extended’ (hence the name) to later stages of a product’s life-cycle: disposal, recycling, and reuse. So, Speaking of all stakeholders, consumers still have the responsibility to properly recycle after they are finished consuming the products. Imagine if all consumers didn’t bother recycling their drink bottles and just chucked them into general trash to be landfilled; it would render all the efforts by companies to recycle pointless. Consumers have the responsibility to properly dispose of these products while producers and recycling processing companies have the responsibility to collect and reuse as well as many others in the chain. The below picture attached depicts the negligence and aloof nature of consumers towards the product that has been used. This attitude needs to be changed because it's not only the responsibility of PIBO's and Plastic waste processors to manage waste efficiently but its the responsibility of Consumers also to properly dispose the plastic waste at their end so that the further action on plastic waste management could be taken more efficiently. #",https://media.licdn.com/dms/image/C4D22AQGeNdXJnvEbBA/feedshare-shrink_800/0/1658825195477?e=1683158400&v=beta&t=xU3PLrqHAiwA4OAbPsX0Dh3ycjy8QAwzrpH-TpQQRAI
191,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"#sustainableliving #sustainablefashion #environment #recycling #plasticfree #climatechange #circularfashion #design #slowfashion #innovation #reducereuserecycle #upcycle #eco #savetheplanet #economiacircular #reduce , , ,",https://media.licdn.com/dms/image/C4D22AQFlXtOWeF9mUQ/feedshare-shrink_800/0/1647958188957?e=1683158400&v=beta&t=KSACUZfgZcfsE0uDUx0WZ6tkzVuvrRYbb-rQf3uLrzg
